,Time,Sender,Sender_type,Content
305,0:05:57,Gadget74,subscriber,Gadget74 subscribed with Twitch Prime. They've subscribed for 2 months; currently on a 2 month streak! sardYop Sardoche ! sardAYAYA sardAYAYA
306,0:05:58,legrolard,subscriber,Salut
307,0:06:04,KatEtArdha,subscriber,JL ?
308,0:06:05,Yarokin,subscriber,Par contre ce soir c'est un OS de la Reine
309,0:06:11,TheOgus,subscriber,L'ADDON @Sardoche
310,0:06:12,Oryzon_TV,subscriber,Je suis à la campagne je veux moirir
311,0:06:12,Flamby,subscriber,akaruuPigeon akaruuPigeon akaruuPigeon akaruuPigeon akaruuPigeon akaruuPigeon akaruuPigeon
312,0:06:13,Titaii2,subscriber,sardYop sardYop sardYop
313,0:06:14,FantaPowaaa,subscriber,yooo
314,0:06:14,Leorlio,subscriber,JL Sardoche only fortnite et fifa
315,0:06:15,boudiouuuu,subscriber,wouuuu
316,0:06:15,elogamerr2,subscriber,Saiiavakie LUT
317,0:06:15,Gug28,subscriber,sardYop sardYop sardYop
318,0:06:16,JLTomy,subscriber,Allez on a hâte wesh
319,0:06:17,elogamerr2,subscriber,SALUT
320,0:06:17,Iruany,subscriber,sardYop
321,0:06:19,Jvek_,subscriber,sardWeeb sardWeeb
322,0:06:21,COSMEstream,subscriber,sardYop sardYop sardYop sardYop sardYop sardYop
323,0:06:21,KyrieYN,subscriber,sardWeeb sardWeeb
324,0:06:22,donovan80300,subscriber,YO SARD
325,0:06:23,smilz_nh,subscriber,ayyaaa
326,0:06:24,Totamaa,subscriber,Bonne année ☺️
327,0:06:25,ronfleeex,subscriber,En vrai le JL ça sert a rien de me DM juste vous êtes des débiles
328,0:06:26,MaxConvex,subscriber,Yo
329,0:06:27,Yurryh,subscriber,sardWeeb sardWeeb sardWeeb
330,0:06:28,Toxlas,subscriber,Merci pour HahaLean @witrem
331,0:06:28,LifeNote_,subscriber,LifeNote_ subscribed at Tier 1. They've subscribed for 5 months! 
332,0:06:28,JLFakemonster,subscriber,jltomyJL
333,0:06:28,Titaii2,subscriber,Sah la musique sardGasm
334,0:06:29,elogamerr2,subscriber,Nice le sub mod
335,0:06:30,Bilelb3192i,subscriber,MercyWing1 sardZone MercyWing2 sardWeeb
336,0:06:30,Castorio,subscriber,sardYop sardYop sardYop
337,0:06:36,pleymoubile,subscriber,Bonsoir Jebaited
338,0:06:37,pedroninhoo,subscriber,Les JL ont vous bz
339,0:06:37,JLTomy,subscriber,Gogogo
340,0:06:37,korpiklaani8,subscriber,sardYop sardYop sardYop sardYop sardYop
341,0:06:38,donlouboutin_twitch,subscriber,sardFire sardFire sardFire sardFire sardFire sardFire sardFire sardFire sardFire sardFire sardFire sardLac sardLac sardLac sardLac sardLac sardLac sardLac
342,0:06:39,Kutsumae,subscriber,mdr
343,0:06:42,lord_kovacs,subscriber,bonne année capitaine
344,0:06:44,Yazhrod21,subscriber,mushwayHead mushwayHead mushwayHead akaruuQI akaruuQI akaruuQI
345,0:06:44,boumboumdjr,subscriber,meilleJLWaliiid jltomyJL meilleJLWaliiid jltomyJL meilleJLWaliiid
346,0:06:47,luxime,subscriber,sardYop sardYop sardYop
347,0:06:47,cub3nsis,subscriber,sah quel plaisir la musique
348,0:06:47,chibrax666,subscriber,b
349,0:06:48,Yurryh,subscriber,Ya un JL infiltré
350,0:06:50,KyrieYN,subscriber,ça signifie quoi JL en vrai ?
351,0:06:52,pleymoubile,subscriber,pepeJAMMER
352,0:06:52,DewoZ_,subscriber,La valkyrie !!!!!!!!!!!!!!!!!!!!!!!!!!!!!
353,0:06:53,Nateooos,subscriber,sardInspect
354,0:06:56,agathoorr,subscriber,SALUUT
355,0:06:56,KatEtArdha,subscriber,Un infiltré mdr
356,0:06:58,aeroz60,subscriber,sallllut sard
357,0:06:59,spaastis,subscriber,pepeJAMMER
358,0:06:59,Yarokin,subscriber,sardYop
359,0:06:59,lord_kovacs,none,jeune larve
360,0:07:00,elogamerr2,subscriber,Salut; bonne année !
361,0:07:01,linkseff,subscriber,ouiOULA ouiOULA ouiOULA
362,0:07:01,eldefine,subscriber,sardWeeb
363,0:07:01,HEERpy,subscriber,bien le bonsoir !
364,0:07:02,Derasiel_Wowee,subscriber,salut sardo Wowee
365,0:07:02,ronfleeex,subscriber,@KyrieYN Jobless= chomages
366,0:07:02,Elfyr_,subscriber,<3<3<3
367,0:07:03,Baltimort78,subscriber,sardAYAYA sardAYAYA sardAYAYA
368,0:07:05,Toxlas,subscriber,sardYop sardYop sardYop sardYop sardYop
369,0:07:06,Kratousss,subscriber,sardYop sardYop sardYop sardYop sardYop
370,0:07:06,MaxConvex,subscriber,On en parle des JL (jaloux des JL) ?
371,0:07:06,Nehoxa,subscriber,Nehoxa subscribed with Twitch Prime. They've subscribed for 16 months! 
372,0:07:07,agathoorr,subscriber,https://youtu.be/_snnweFQ8S4?t=32
373,0:07:07,goldenpantts,subscriber,BONNE ANNEE sardAYAYA sardAYAYA sardAYAYA ResidentSleeper ResidentSleeper
374,0:07:07,BauerFeukeur,subscriber,Yoooooooo
375,0:07:07,Reidre_A,subscriber,sardYop
376,0:07:08,Fuyuko_Hanekura,premium,Fuyuko_Hanekura subscribed with Twitch Prime. They've subscribed for 13 months! 
377,0:07:09,boudiouuuu,subscriber,le son ?
378,0:07:10,Leorlio,subscriber,@KyrieYN Jean-Luc
379,0:07:10,Oryzon_TV,subscriber,@kyrieyn Job Less
380,0:07:11,Titatitutu,subscriber,Allaient !
381,0:07:12,KyrieYN,subscriber,@ronfleeex sardMonkaS sardMonkaS
382,0:07:12,LifeNote_,subscriber,Go faire une thèse sur les jl Kappa
383,0:07:12,TontonFrancis_,subscriber,Le retour du Prodige
