,Time,Sender,Sender_type,Content
320,0:07:35,Aye_am_anidiot,none,Ahaha
321,0:07:36,AokiNC,none,MDRRRRRR
322,0:07:36,GueshTTV,premium,LuvSign LuvSign LuvSign
323,0:07:37,cigjt,none,mdrrrr
324,0:07:37,StrideurFR,subscriber,Mdrrrr
325,0:07:38,DemonHunterRaven,none,4h du mat le live mr
326,0:07:39,VicenteSimplement,none,Maman Sardo ^^
327,0:07:40,rrom6859,premium,100 balles !
328,0:07:41,politicallyincorrect314,subscriber,LUL
329,0:07:42,Mannnequins,subscriber,POGGERS
330,0:07:43,yoan1111,none,Fini les douilles
331,0:07:43,hastte_,none,LUL LUL LUL
332,0:07:44,tenryobito,premium,Honteux
333,0:07:44,LoSiiZe,premium,aypierreLUL
334,0:07:44,gtyannou,none,?
335,0:07:45,SonOf7Less,subscriber,Fin du live au revoir
336,0:07:47,jemainblitz,none,alors la séance de sport super non ? ça t as remis en forme et t es chaud la ?
337,0:07:47,yoan1111,none,￼ha
338,0:07:48,Zelkys,subscriber,oublie pas de submit pour speedons
339,0:07:48,Legend_Of_Kay,subscriber,Désoler maman BibleThump
340,0:07:50,phutur2,none,Ô Dieu Sard; on veut ta vision de l'affaire Griveaux !
341,0:07:52,yoan1111,none,la madre
342,0:07:52,tokkyo_sc,premium,Le fils est mort!
343,0:07:53,Zelkys,subscriber,deadline ce soir
344,0:07:55,MrDialo,subscriber,LUL LUL LUL
345,0:07:56,darcrycsgo,subscriber,mdrrrr la maman passe avant nous ???? bah oui logique
346,0:07:59,Nezuko_LoL,subscriber,- Les taxes @Sardoche
347,0:08:00,boudiouuuu,subscriber,boudiouuuu subscribed with Twitch Prime. They've subscribed for 14 months! enfin
348,0:08:02,yoan1111,none,100 boullasses
349,0:08:03,smash_01,subscriber,ptdr il les sort d'ou
350,0:08:07,kitsukaze,none,ptn ca ce fait plaisir ces budgets 😂
351,0:08:07,emrekece19,none,yoo
352,0:08:09,rotgar1er,none,ta maman te suis sur twitch ? :o gobL
353,0:08:09,Foaust,bits,La maman qui a les notifs des tweets LUL
354,0:08:15,zebek_shanarim,premium,Hier soir ; chez Corobizar ; y'avais des mecs en panique qui pensaient que t'avais disparus mdr
355,0:08:15,phantasy_____,subscriber,tu m'as tellement manqué :'('
356,0:08:16,iznek69,none,kamelChapman kamelChapman
357,0:08:16,uneaven,subscriber,Avec moi c’est la st Valentin tous les jours de toute façon BuddhaBar BuddhaBar BuddhaBar
358,0:08:17,poutine667dg,none,pitié sardoche DEBLOQUE MOI sur twitter
359,0:08:18,faitesdescreditsetvotez,subscriber,Clairement pas
360,0:08:20,Nespose,none,LUL
361,0:08:22,Zenaie,subscriber,Ha çaaaa; t'as tout gagné
362,0:08:22,Durumus,subscriber,Ouai on a vu on etait 5 personnes sur ton chat a 4h du mat merci mec c'etait super sympa !
363,0:08:24,LoukiRox,none,t'es juste le boss
364,0:08:24,Derasiel_Wowee,subscriber,sardAYAYA
365,0:08:24,Winker_,none,t'vais pas sport a 14h ?
366,0:08:24,Nezuko_LoL,subscriber,@Sardoche Je t'offfre une vue soit happy bro
367,0:08:25,VicenteSimplement,none,Les femmes ces sales races
368,0:08:25,kitsukaze,none,nn car on est pauvre mdr
369,0:08:26,kulbuth,none,ah ça c sur
370,0:08:26,Derasiel_Wowee,subscriber,ciarraSip Wowee
371,0:08:30,Scyllaa_,subscriber,sardYop sardYop
372,0:08:35,kutikutikuti,premium,le boss
373,0:08:35,yoan1111,none,Nike Valentine
374,0:08:36,Mannnequins,subscriber,POGGERS
375,0:08:36,rrom6859,premium,sah quelle bienveillance
376,0:08:37,Pkkls,none,wow
377,0:08:37,Bloodsafe,subscriber,quel bosse
378,0:08:38,HighQualityVignette,subscriber,yo la famille !
379,0:08:38,Fonggas_Wowee,subscriber,sardAYAYA
380,0:08:38,GueshTTV,premium,LuvSign LuvSign LuvSign LuvSign LuvSign
381,0:08:38,Nezuko_LoL,subscriber,STP SARDOCHE DEBAN MOI SUR DISCORD BRO
382,0:08:39,teslaxtv13,none,Je sors du debat schiappa zemmour
383,0:08:39,nortonus1,none,sard mon valentin c'est beau <3 <3
384,0:08:41,Raycenerr,subscriber,Raycenerr subscribed at Tier 1. They've subscribed for 3 months! 
385,0:08:42,DVINe0,subscriber,Incroyable
386,0:08:42,poutine667dg,none,merci mon pote ca fait des années que j'attends ce moment
387,0:08:43,cigjt,none,mdrr
388,0:08:43,fanatik_live,subscriber,PogChamp
389,0:08:46,bibumdum,subscriber,@Sardoche un petit stream avec coro pdt son stream de 24h à partir de 18h
390,0:08:47,Mukatron,subscriber,Cette gentillesse
391,0:08:47,Foaust,bits,PogChamp
392,0:08:48,tenryobito,premium,Ton nez est luisant!!
393,0:08:49,jeanCHURROS,none,tant mieux que tu sois solo tu risquerais de te faire @griveauxed @Sardoche
394,0:08:49,Zelkys,subscriber,check tes MPs twitter pendant que t'y est LUL
395,0:08:49,Dovoghedhi_,subscriber,Pleins toi moi on me force à aller en boîte ce soir
396,0:08:49,aloysmp4,subscriber,sardAYAYA Sympa Sardoche
397,0:08:50,StrideurFR,subscriber,Pire debat
398,0:08:51,Zelkys,subscriber,stp
399,0:08:52,Greg_Lemon,none,Plus pour longtemps c'est bientôt les dating
400,0:08:52,DreamKiller0,subscriber,DreamKiller0 subscribed with Twitch Prime. They've subscribed for 3 months! 
401,0:08:53,Naoan77,none,Live reation ?
402,0:08:53,hastte_,none,Il est heureux ajd LUL LuvHearts
403,0:08:54,ShadowzGamerV,none,oui
404,0:08:55,faitesdescreditsetvotez,subscriber,Schiappa qui s'est fait détruire
405,0:08:57,kitsukaze,none,pas vu nn plus
406,0:08:58,DemonHunterRaven,none,OUI
407,0:08:58,Arteni,subscriber,lol
408,0:08:59,teslaxtv13,none,Mdr pas mal
409,0:09:01,yoan1111,none,Sard t’es ma Valentine <3
410,0:09:01,FJGrayFox,none,HahaBall PrideWingR HahaBall PrideWingR
411,0:09:03,rrom6859,premium,shiappa elle écrit des livres de U q
412,0:09:04,blazflyer,premium,IL LA DETRUIT DE - TRUIT
413,0:09:06,faitesdescreditsetvotez,subscriber,Il revient
414,0:09:07,darcrycsgo,subscriber,le nez de sardoche : sardAYAYA sardAYAYA
415,0:09:11,hastte_,none,Il a changé LUL en bien
416,0:09:13,kitsukaze,none,nice litchis 😍
417,0:09:14,Aye_am_anidiot,none,Uhhhh des litchi arffff
418,0:09:15,jemainblitz,none,bah heu zemmour a fait vroum vroum sur schiappa
419,0:09:16,DuxieFamilyFR,none,React au debata
420,0:09:18,Scyllaa_,subscriber,Vous allez bien ou quoi les gars ?
421,0:09:18,yoan1111,none,Ptn Sardoche qui fait preuve de bonne foi cest bo
422,0:09:19,fayvinnn,none,ces musiques de lover wow
423,0:09:22,Cocoblack93,none,La république c’est pas mcdo
424,0:09:27,SK_Sumdeus,premium,react debat
425,0:09:28,DuxieFamilyFR,none,debat
426,0:09:28,darcrycsgo,subscriber,le pif de sardoche so huilé mdr
427,0:09:30,ganmor09,premium,En vrai non; ca tourne en rond meme si y a eu qq punchline de zemmour
