,Time,Sender,Sender_type,Content
302,0:05:24,hydromale,none,yo xotrixPeace
303,0:05:26,muskook,none,ARRETE DE BOIREP
304,0:05:27,malreen,subscriber,sardAYAYA sardAYAYA sardAYAYA
305,0:05:27,leboeufbourguignons,subscriber,mdrr
306,0:05:28,Denzkiel,subscriber,GO GO GO GO run Sub 2:30
307,0:05:29,LePetitZebre,subscriber,bonsoir :)
308,0:05:31,Sarukog,moderator,Sons d'alerte très bas
309,0:05:31,CrIKxS,subscriber,Demain.15h.Parc
310,0:05:31,Sarukog,moderator,Sons d'alerte très bas
311,0:05:31,valkpower17,none,ta vitesse de frappe WTF
312,0:05:32,Sadouv,none,salut toi
313,0:05:33,trizouux,premium,♥️♥️♥️♥️
314,0:05:34,didade_,premium,!alderiate
315,0:05:34,Sardbot,moderator,Quel homme...
316,0:05:34,KNG6,subscriber,Bonjour
317,0:05:36,LifeNote_,subscriber,@Sardoche quel est le secret de tes gros bras ?
318,0:05:36,Blackdeast,premium,LUL
319,0:05:38,lucie_ism,none,J’ai déjà rêvé dans un rêve
320,0:05:38,uykraps,premium,quentin suce moi
321,0:05:40,artangard,none,sard termine 0as trop tard demain j ai mon oral de stage
322,0:05:41,CartonOfficiel,none,en vrai j'ai hate de te revoir sur lol meme si cette pause forcée na peu que etre benefique
323,0:05:41,Zelfae,premium,Oh ouiii DS encore ^-^
324,0:05:42,DylaanBn,subscriber,Tu as des nouveaux objectifs pour le marathon ?
325,0:05:42,Zumosi,none,sardAYAYA
326,0:05:42,bidoupe,none,alléééééééééééééééééééééééé
327,0:05:44,justx3ss,premium,kixTosic kixTosic kixTosic kixTosic
328,0:05:44,BEN_ONLIVE,none,Bonjoir
329,0:05:45,ItsCronos,none,trt
330,0:05:45,pouleto00,none,les emaines à 100h on connait
331,0:05:45,RickOwens420,subscriber,allez sub 2h20
332,0:05:45,Daarsterr,subscriber,@leboeufbourguignons tu donnes faim
333,0:05:46,Antares_be,none,t'es malade ?
334,0:05:47,KushHeadss,subscriber,petit joueur cette semaine
335,0:05:47,kakaouet88,subscriber,yo bg
336,0:05:49,wilouxsan,subscriber,la quezac qui boost
337,0:05:52,MrSylverX7,none,en forme ?
338,0:05:52,h3ylloo,none,@lepetitzebre sardHi
339,0:05:53,Crapps007,subscriber,les scène ds3 c'est ok ?
340,0:05:53,daomeiko46,none,@Sardoche yo ducoup demain soir tu stream stp ?
341,0:05:55,Cluglos,none,c'est quoi ta technique pour atteindre le reve conscient ? moi c'est regarder mes mains
342,0:05:55,stotis123,none,alors la run d'hier ? @sardoche
343,0:05:56,leboeufbourguignons,subscriber,une run sub 2h30 ?
344,0:05:56,ludzs,subscriber,DS3 plz daddy
345,0:05:57,Black3v3r,subscriber,@Sardoche Spn d'alerte très bas !
346,0:05:57,unxpectedfa2g,none,quand tu lances quoi ?
347,0:05:58,JugemJugemJu,subscriber,coronavirus ?
348,0:05:59,Anpey,subscriber,go drum n bass
349,0:06:00,Mannnequins,subscriber,Dark Souls rooPog
